time: 1578057099, messages: 0, members joined 0 
time: 1578064194, messages: 0, members joined 0 
time: 1578064199, messages: 0, members joined 0 
time: 1578064204, messages: 0, members joined 0 
time: 1578064209, messages: 0, members joined 0 
time: 1578064214, messages: 0, members joined 0 
time: 1578064219, messages: 0, members joined 0 
time: 1578064224, messages: 0, members joined 0 
time: 1578064386, messages: 0, members joined 0 
time: 1578064391, messages: 0, members joined 0 
time: 1578064396, messages: 0, members joined 0 
time: 1578064401, messages: 2, members joined 0 
time: 1578064406, messages: 0, members joined 0 
time: 1578064411, messages: 0, members joined 0 
time: 1578064416, messages: 0, members joined 0 
time: 1578064421, messages: 0, members joined 0 
time: 1578064426, messages: 0, members joined 0 
time: 1578064431, messages: 0, members joined 0 
time: 1578064439, messages: 0, members joined 0 
time: 1578064444, messages: 2, members joined 0 
time: 1578064449, messages: 0, members joined 0 
time: 1578064454, messages: 0, members joined 0 
time: 1578064459, messages: 0, members joined 0 
time: 1578064464, messages: 0, members joined 0 
time: 1578064469, messages: 0, members joined 0 
time: 1578064474, messages: 0, members joined 0 
time: 1578064480, messages: 0, members joined 0 
time: 1578064485, messages: 0, members joined 0 
time: 1578064490, messages: 0, members joined 0 
time: 1578064495, messages: 0, members joined 0 
time: 1578064500, messages: 0, members joined 0 
time: 1578064505, messages: 0, members joined 0 
time: 1578064510, messages: 0, members joined 0 
time: 1578064515, messages: 0, members joined 0 
time: 1578064520, messages: 0, members joined 0 
time: 1578064525, messages: 0, members joined 0 
time: 1578064530, messages: 0, members joined 0 
time: 1578064535, messages: 0, members joined 0 
time: 1578064540, messages: 0, members joined 0 
time: 1578064545, messages: 0, members joined 0 
time: 1578064550, messages: 0, members joined 0 
time: 1578064555, messages: 0, members joined 0 
time: 1578064560, messages: 0, members joined 0 
time: 1578064565, messages: 0, members joined 0 
time: 1578064570, messages: 0, members joined 0 
time: 1578064575, messages: 0, members joined 0 
time: 1578064580, messages: 0, members joined 0 
time: 1578064585, messages: 0, members joined 0 
time: 1578064590, messages: 0, members joined 0 
time: 1578064595, messages: 0, members joined 0 
time: 1578064600, messages: 0, members joined 0 
time: 1578064605, messages: 0, members joined 0 
time: 1578064610, messages: 0, members joined 0 
time: 1578064615, messages: 0, members joined 0 
time: 1578064620, messages: 0, members joined 0 
time: 1578064625, messages: 0, members joined 0 
time: 1578064630, messages: 0, members joined 0 
time: 1578064635, messages: 0, members joined 0 
time: 1578064640, messages: 0, members joined 0 
time: 1578064645, messages: 0, members joined 0 
time: 1578064650, messages: 0, members joined 0 
time: 1578064655, messages: 0, members joined 0 
time: 1578064660, messages: 0, members joined 0 
time: 1578064665, messages: 0, members joined 0 
time: 1578064670, messages: 0, members joined 0 
time: 1578064675, messages: 0, members joined 0 
time: 1578064680, messages: 0, members joined 0 
time: 1578064685, messages: 0, members joined 0 
time: 1578064690, messages: 0, members joined 0 
time: 1578064695, messages: 0, members joined 0 
time: 1578064700, messages: 0, members joined 0 
time: 1578064705, messages: 0, members joined 0 
time: 1578064710, messages: 0, members joined 0 
time: 1578064798, messages: 0, members joined 0 
time: 1578064803, messages: 2, members joined 0 
time: 1578064808, messages: 0, members joined 0 
time: 1578064813, messages: 0, members joined 0 
time: 1578064818, messages: 0, members joined 0 
time: 1578064823, messages: 0, members joined 0 
time: 1578064828, messages: 0, members joined 0 
time: 1578064833, messages: 0, members joined 0 
time: 1578064838, messages: 0, members joined 0 
time: 1578064843, messages: 0, members joined 0 
time: 1578064848, messages: 0, members joined 0 
time: 1578064853, messages: 0, members joined 0 
time: 1578064858, messages: 0, members joined 0 
time: 1578064863, messages: 0, members joined 0 
time: 1578064868, messages: 0, members joined 0 
time: 1578064873, messages: 0, members joined 0 
time: 1578064878, messages: 0, members joined 0 
time: 1578064883, messages: 0, members joined 0 
time: 1578064888, messages: 0, members joined 0 
time: 1578064893, messages: 0, members joined 0 
time: 1578064898, messages: 0, members joined 0 
time: 1578064904, messages: 0, members joined 0 
time: 1578064909, messages: 0, members joined 0 
time: 1578064914, messages: 0, members joined 0 
time: 1578064919, messages: 0, members joined 0 
time: 1578064924, messages: 0, members joined 0 
time: 1578064929, messages: 0, members joined 0 
time: 1578064934, messages: 0, members joined 0 
time: 1578064939, messages: 0, members joined 0 
time: 1578064944, messages: 0, members joined 0 
time: 1578064949, messages: 0, members joined 0 
time: 1578064954, messages: 0, members joined 0 
time: 1578064959, messages: 0, members joined 0 
time: 1578064964, messages: 0, members joined 0 
time: 1578064969, messages: 0, members joined 0 
time: 1578064974, messages: 0, members joined 0 
time: 1578064979, messages: 1, members joined 0 
time: 1578064984, messages: 0, members joined 0 
time: 1578064989, messages: 0, members joined 0 
time: 1578064995, messages: 0, members joined 0 
time: 1578065000, messages: 0, members joined 0 
time: 1578065005, messages: 0, members joined 0 
time: 1578065010, messages: 2, members joined 0 
time: 1578065015, messages: 0, members joined 0 
time: 1578065020, messages: 0, members joined 0 
time: 1578065025, messages: 0, members joined 0 
time: 1578065030, messages: 0, members joined 0 
time: 1578065035, messages: 0, members joined 0 
time: 1578065044, messages: 0, members joined 0 
time: 1578065049, messages: 0, members joined 0 
time: 1578065054, messages: 2, members joined 0 
time: 1578065060, messages: 0, members joined 0 
time: 1578065065, messages: 0, members joined 0 
time: 1578065070, messages: 0, members joined 0 
time: 1578065075, messages: 0, members joined 0 
time: 1578065080, messages: 0, members joined 0 
time: 1578065085, messages: 0, members joined 0 
time: 1578065090, messages: 0, members joined 0 
time: 1578065095, messages: 0, members joined 0 
time: 1578065100, messages: 0, members joined 0 
time: 1578065105, messages: 0, members joined 0 
time: 1578065110, messages: 0, members joined 0 
time: 1578065115, messages: 0, members joined 0 
time: 1578065120, messages: 0, members joined 0 
time: 1578065125, messages: 0, members joined 0 
time: 1578065130, messages: 0, members joined 0 
time: 1578065135, messages: 0, members joined 0 
time: 1578065140, messages: 0, members joined 0 
time: 1578065145, messages: 0, members joined 0 
time: 1578065150, messages: 0, members joined 0 
time: 1578065157, messages: 2, members joined 0 
time: 1578065162, messages: 0, members joined 0 
time: 1578065168, messages: 2, members joined 0 
time: 1578065173, messages: 0, members joined 0 
time: 1578065178, messages: 0, members joined 0 
time: 1578065183, messages: 0, members joined 0 
time: 1578065188, messages: 0, members joined 0 
time: 1578065193, messages: 0, members joined 0 
time: 1578065198, messages: 0, members joined 0 
time: 1578065203, messages: 0, members joined 0 
time: 1578065208, messages: 0, members joined 0 
time: 1578065213, messages: 0, members joined 0 
time: 1578065218, messages: 0, members joined 0 
time: 1578065223, messages: 0, members joined 0 
time: 1578065230, messages: 2, members joined 0 
time: 1578065235, messages: 0, members joined 0 
time: 1578065240, messages: 0, members joined 0 
time: 1578065245, messages: 0, members joined 0 
time: 1578065250, messages: 0, members joined 0 
time: 1578065256, messages: 0, members joined 0 
time: 1578065261, messages: 0, members joined 0 
time: 1578065266, messages: 0, members joined 0 
time: 1578065271, messages: 0, members joined 0 
time: 1578065276, messages: 0, members joined 0 
time: 1578065281, messages: 0, members joined 0 
time: 1578065286, messages: 0, members joined 0 
time: 1578065291, messages: 0, members joined 0 
time: 1578065296, messages: 0, members joined 0 
time: 1578065301, messages: 0, members joined 0 
time: 1578065306, messages: 0, members joined 0 
time: 1578065311, messages: 0, members joined 0 
time: 1578065316, messages: 0, members joined 0 
time: 1578065321, messages: 0, members joined 0 
time: 1578065326, messages: 0, members joined 0 
time: 1578065331, messages: 0, members joined 0 
time: 1578065336, messages: 0, members joined 0 
time: 1578065341, messages: 0, members joined 0 
time: 1578065346, messages: 0, members joined 0 
time: 1578065351, messages: 0, members joined 0 
time: 1578065356, messages: 0, members joined 0 
time: 1578065361, messages: 0, members joined 0 
time: 1578065366, messages: 0, members joined 0 
time: 1578065371, messages: 0, members joined 0 
time: 1578065376, messages: 0, members joined 0 
time: 1578065381, messages: 0, members joined 0 
time: 1578065386, messages: 0, members joined 0 
time: 1578065391, messages: 0, members joined 0 
time: 1578065396, messages: 0, members joined 0 
time: 1578065401, messages: 0, members joined 0 
time: 1578065406, messages: 0, members joined 0 
time: 1578065411, messages: 0, members joined 0 
time: 1578065416, messages: 0, members joined 0 
time: 1578065421, messages: 0, members joined 0 
time: 1578065426, messages: 0, members joined 0 
time: 1578065431, messages: 0, members joined 0 
time: 1578065436, messages: 0, members joined 0 
time: 1578065441, messages: 0, members joined 0 
time: 1578065446, messages: 0, members joined 0 
time: 1578065451, messages: 0, members joined 0 
time: 1578065456, messages: 0, members joined 0 
time: 1578065461, messages: 0, members joined 0 
time: 1578065466, messages: 0, members joined 0 
time: 1578065474, messages: 0, members joined 0 
time: 1578065479, messages: 0, members joined 0 
time: 1578065484, messages: 2, members joined 0 
time: 1578065489, messages: 0, members joined 0 
time: 1578065494, messages: 0, members joined 0 
time: 1578065499, messages: 0, members joined 0 
time: 1578065504, messages: 0, members joined 0 
time: 1578065509, messages: 0, members joined 0 
time: 1578065514, messages: 0, members joined 0 
time: 1578065519, messages: 0, members joined 0 
time: 1578065524, messages: 0, members joined 0 
time: 1578065529, messages: 0, members joined 0 
time: 1578065534, messages: 0, members joined 0 
time: 1578065539, messages: 0, members joined 0 
time: 1578065544, messages: 0, members joined 0 
time: 1578065549, messages: 0, members joined 0 
time: 1578065554, messages: 0, members joined 0 
time: 1578065559, messages: 0, members joined 0 
time: 1578065564, messages: 0, members joined 0 
time: 1578065569, messages: 0, members joined 0 
time: 1578065574, messages: 0, members joined 0 
time: 1578065579, messages: 0, members joined 0 
time: 1578065584, messages: 0, members joined 0 
time: 1578065589, messages: 0, members joined 0 
time: 1578065594, messages: 0, members joined 0 
time: 1578065599, messages: 0, members joined 0 
time: 1578065604, messages: 0, members joined 0 
time: 1578065609, messages: 0, members joined 0 
time: 1578065614, messages: 0, members joined 0 
time: 1578065619, messages: 0, members joined 0 
time: 1578065624, messages: 0, members joined 0 
time: 1578065629, messages: 0, members joined 0 
time: 1578065634, messages: 0, members joined 0 
time: 1578065639, messages: 0, members joined 0 
time: 1578065644, messages: 0, members joined 0 
time: 1578065649, messages: 0, members joined 0 
time: 1578065654, messages: 0, members joined 0 
time: 1578065659, messages: 0, members joined 0 
time: 1578065664, messages: 0, members joined 0 
time: 1578065669, messages: 0, members joined 0 
time: 1578065674, messages: 0, members joined 0 
time: 1578065679, messages: 0, members joined 0 
time: 1578065684, messages: 0, members joined 0 
time: 1578065689, messages: 0, members joined 0 
time: 1578065694, messages: 0, members joined 0 
time: 1578065700, messages: 0, members joined 0 
time: 1578065705, messages: 0, members joined 0 
time: 1578065710, messages: 0, members joined 0 
time: 1578065715, messages: 0, members joined 0 
time: 1578065720, messages: 0, members joined 0 
time: 1578065725, messages: 0, members joined 0 
time: 1578065730, messages: 0, members joined 0 
time: 1578065735, messages: 0, members joined 0 
time: 1578065740, messages: 0, members joined 0 
time: 1578065745, messages: 0, members joined 0 
time: 1578065750, messages: 0, members joined 0 
time: 1578065755, messages: 0, members joined 0 
time: 1578065760, messages: 0, members joined 0 
time: 1578065765, messages: 0, members joined 0 
time: 1578065770, messages: 0, members joined 0 
time: 1578065775, messages: 0, members joined 0 
time: 1578065780, messages: 0, members joined 0 
time: 1578065785, messages: 0, members joined 0 
time: 1578065790, messages: 0, members joined 0 
time: 1578065795, messages: 0, members joined 0 
time: 1578065800, messages: 0, members joined 0 
time: 1578065807, messages: 0, members joined 0 
time: 1578065812, messages: 1, members joined 0 
time: 1578065817, messages: 0, members joined 0 
time: 1578065822, messages: 0, members joined 0 
time: 1578065827, messages: 0, members joined 0 
time: 1578065836, messages: 1, members joined 0 
time: 1578065841, messages: 0, members joined 0 
time: 1578065846, messages: 1, members joined 0 
time: 1578065851, messages: 0, members joined 0 
time: 1578065856, messages: 0, members joined 0 
time: 1578065861, messages: 0, members joined 0 
time: 1578065867, messages: 0, members joined 0 
time: 1578065872, messages: 0, members joined 0 
time: 1578065877, messages: 0, members joined 0 
time: 1578065882, messages: 0, members joined 0 
time: 1578065887, messages: 0, members joined 0 
time: 1578065892, messages: 0, members joined 0 
time: 1578065897, messages: 0, members joined 0 
time: 1578065902, messages: 0, members joined 0 
time: 1578065907, messages: 0, members joined 0 
time: 1578065921, messages: 0, members joined 0 
time: 1578065926, messages: 1, members joined 0 
time: 1578065931, messages: 0, members joined 0 
time: 1578065936, messages: 0, members joined 0 
time: 1578065941, messages: 0, members joined 0 
time: 1578065946, messages: 0, members joined 0 
time: 1578065951, messages: 0, members joined 0 
time: 1578065956, messages: 0, members joined 0 
time: 1578065961, messages: 0, members joined 0 
time: 1578065966, messages: 1, members joined 0 
time: 1578065971, messages: 0, members joined 0 
time: 1578065981, messages: 1, members joined 0 
time: 1578065986, messages: 0, members joined 0 
time: 1578065991, messages: 0, members joined 0 
time: 1578066001, messages: 1, members joined 0 
time: 1578066006, messages: 0, members joined 0 
time: 1578066011, messages: 0, members joined 0 
time: 1578066016, messages: 0, members joined 0 
time: 1578066025, messages: 1, members joined 0 
time: 1578066030, messages: 0, members joined 0 
time: 1578066035, messages: 0, members joined 0 
time: 1578066044, messages: 1, members joined 0 
time: 1578066049, messages: 0, members joined 0 
time: 1578066054, messages: 0, members joined 0 
time: 1578066059, messages: 0, members joined 0 
time: 1578066064, messages: 0, members joined 0 
time: 1578066069, messages: 0, members joined 0 
time: 1578066074, messages: 0, members joined 0 
time: 1578066079, messages: 0, members joined 0 
time: 1578066084, messages: 0, members joined 0 
time: 1578066089, messages: 0, members joined 0 
time: 1578066094, messages: 0, members joined 0 
time: 1578066099, messages: 0, members joined 0 
time: 1578066104, messages: 0, members joined 0 
time: 1578066109, messages: 0, members joined 0 
time: 1578066114, messages: 1, members joined 0 
time: 1578066119, messages: 0, members joined 0 
time: 1578066124, messages: 0, members joined 0 
time: 1578066129, messages: 0, members joined 0 
time: 1578066134, messages: 0, members joined 0 
time: 1578066139, messages: 0, members joined 0 
time: 1578066144, messages: 0, members joined 0 
time: 1578066149, messages: 0, members joined 0 
time: 1578066154, messages: 0, members joined 0 
time: 1578066159, messages: 0, members joined 0 
time: 1578066164, messages: 0, members joined 0 
time: 1578066169, messages: 0, members joined 0 
time: 1578066174, messages: 0, members joined 0 
time: 1578066179, messages: 0, members joined 0 
time: 1578066184, messages: 0, members joined 0 
time: 1578066189, messages: 0, members joined 0 
time: 1578066194, messages: 0, members joined 0 
time: 1578066199, messages: 0, members joined 0 
time: 1578066204, messages: 0, members joined 0 
time: 1578066210, messages: 0, members joined 0 
time: 1578066215, messages: 0, members joined 0 
time: 1578066220, messages: 0, members joined 0 
time: 1578066225, messages: 0, members joined 0 
time: 1578066230, messages: 0, members joined 0 
time: 1578066235, messages: 0, members joined 0 
time: 1578066240, messages: 0, members joined 0 
time: 1578066245, messages: 0, members joined 0 
time: 1578066250, messages: 0, members joined 0 
time: 1578066255, messages: 0, members joined 0 
time: 1578066260, messages: 0, members joined 0 
time: 1578066265, messages: 0, members joined 0 
time: 1578066270, messages: 0, members joined 0 
time: 1578066275, messages: 0, members joined 0 
time: 1578066280, messages: 0, members joined 0 
time: 1578066285, messages: 0, members joined 0 
time: 1578066290, messages: 0, members joined 0 
time: 1578066295, messages: 0, members joined 0 
time: 1578066300, messages: 0, members joined 0 
time: 1578066305, messages: 0, members joined 0 
time: 1578066310, messages: 0, members joined 0 
time: 1578066315, messages: 0, members joined 0 
time: 1578066323, messages: 0, members joined 0 
time: 1578066328, messages: 0, members joined 0 
time: 1578066333, messages: 0, members joined 0 
time: 1578066338, messages: 1, members joined 0 
time: 1578066343, messages: 1, members joined 0 
time: 1578066348, messages: 0, members joined 0 
time: 1578066353, messages: 0, members joined 0 
time: 1578066358, messages: 0, members joined 0 
time: 1578066363, messages: 0, members joined 0 
time: 1578066368, messages: 0, members joined 0 
time: 1578066373, messages: 0, members joined 0 
time: 1578066378, messages: 1, members joined 0 
time: 1578066383, messages: 0, members joined 0 
time: 1578066388, messages: 0, members joined 0 
time: 1578066393, messages: 0, members joined 0 
time: 1578066398, messages: 1, members joined 0 
time: 1578066403, messages: 0, members joined 0 
time: 1578066408, messages: 1, members joined 0 
time: 1578066413, messages: 0, members joined 0 
time: 1578066418, messages: 0, members joined 0 
time: 1578066423, messages: 0, members joined 0 
time: 1578066428, messages: 0, members joined 0 
time: 1578066433, messages: 1, members joined 0 
time: 1578066438, messages: 0, members joined 0 
time: 1578066443, messages: 0, members joined 0 
time: 1578066448, messages: 1, members joined 0 
time: 1578066453, messages: 0, members joined 0 
time: 1578066458, messages: 0, members joined 0 
time: 1578066463, messages: 0, members joined 0 
time: 1578066468, messages: 0, members joined 0 
time: 1578066473, messages: 0, members joined 0 
time: 1578066478, messages: 0, members joined 0 
time: 1578066483, messages: 0, members joined 0 
time: 1578066488, messages: 0, members joined 0 
time: 1578066493, messages: 0, members joined 0 
time: 1578066498, messages: 0, members joined 0 
time: 1578066503, messages: 0, members joined 0 
time: 1578066508, messages: 0, members joined 0 
time: 1578066513, messages: 0, members joined 0 
time: 1578066518, messages: 0, members joined 0 
time: 1578066524, messages: 0, members joined 0 
time: 1578066529, messages: 0, members joined 0 
time: 1578066534, messages: 0, members joined 0 
time: 1578066539, messages: 0, members joined 0 
time: 1578066544, messages: 0, members joined 0 
time: 1578066549, messages: 0, members joined 0 
time: 1578066554, messages: 0, members joined 0 
time: 1578066559, messages: 0, members joined 0 
time: 1578066564, messages: 0, members joined 0 
time: 1578066569, messages: 0, members joined 0 
time: 1578066574, messages: 0, members joined 0 
time: 1578066579, messages: 0, members joined 0 
time: 1578066584, messages: 0, members joined 0 
time: 1578066589, messages: 0, members joined 0 
time: 1578066594, messages: 0, members joined 0 
time: 1578066599, messages: 0, members joined 0 
time: 1578066604, messages: 0, members joined 0 
time: 1578066609, messages: 0, members joined 0 
time: 1578066614, messages: 0, members joined 0 
time: 1578066619, messages: 0, members joined 0 
time: 1578066624, messages: 0, members joined 0 
time: 1578066629, messages: 0, members joined 0 
time: 1578066634, messages: 0, members joined 0 
time: 1578066639, messages: 0, members joined 0 
time: 1578066644, messages: 0, members joined 0 
time: 1578066649, messages: 0, members joined 0 
time: 1578066654, messages: 0, members joined 0 
time: 1578066659, messages: 0, members joined 0 
time: 1578066664, messages: 0, members joined 0 
time: 1578066669, messages: 0, members joined 0 
time: 1578066674, messages: 0, members joined 0 
time: 1578066679, messages: 0, members joined 0 
time: 1578066684, messages: 0, members joined 0 
time: 1578066689, messages: 0, members joined 0 
time: 1578066694, messages: 0, members joined 0 
time: 1578066700, messages: 0, members joined 0 
time: 1578066705, messages: 0, members joined 0 
time: 1578066710, messages: 0, members joined 0 
time: 1578066715, messages: 0, members joined 0 
time: 1578066720, messages: 0, members joined 0 
time: 1578066725, messages: 0, members joined 0 
time: 1578066730, messages: 0, members joined 0 
time: 1578066735, messages: 0, members joined 0 
time: 1578066740, messages: 0, members joined 0 
time: 1578066745, messages: 0, members joined 0 
time: 1578066750, messages: 0, members joined 0 
time: 1578066755, messages: 0, members joined 0 
time: 1578066760, messages: 0, members joined 0 
time: 1578066765, messages: 0, members joined 0 
time: 1578066770, messages: 0, members joined 0 
time: 1578066775, messages: 0, members joined 0 
time: 1578066780, messages: 0, members joined 0 
time: 1578066785, messages: 0, members joined 0 
time: 1578066790, messages: 0, members joined 0 
time: 1578066795, messages: 0, members joined 0 
time: 1578066800, messages: 0, members joined 0 
time: 1578066805, messages: 0, members joined 0 
time: 1578066810, messages: 0, members joined 0 
time: 1578066815, messages: 0, members joined 0 
time: 1578066820, messages: 0, members joined 0 
time: 1578066825, messages: 0, members joined 0 
time: 1578066830, messages: 0, members joined 0 
time: 1578066835, messages: 0, members joined 0 
time: 1578066840, messages: 0, members joined 0 
time: 1578066847, messages: 0, members joined 0 
time: 1578066852, messages: 0, members joined 0 
time: 1578066857, messages: 0, members joined 0 
time: 1578066864, messages: 0, members joined 0 
time: 1578066869, messages: 2, members joined 0 
time: 1578066874, messages: 0, members joined 0 
time: 1578066879, messages: 0, members joined 0 
time: 1578066884, messages: 0, members joined 0 
time: 1578066889, messages: 0, members joined 0 
time: 1578066894, messages: 0, members joined 0 
time: 1578066899, messages: 0, members joined 0 
time: 1578066907, messages: 0, members joined 0 
time: 1578066912, messages: 0, members joined 0 
time: 1578066917, messages: 0, members joined 0 
time: 1578066923, messages: 0, members joined 0 
time: 1578066928, messages: 0, members joined 0 
time: 1578066933, messages: 0, members joined 0 
time: 1578066938, messages: 0, members joined 0 
time: 1578066943, messages: 0, members joined 0 
time: 1578066948, messages: 0, members joined 0 
time: 1578066953, messages: 0, members joined 0 
time: 1578066958, messages: 0, members joined 0 
time: 1578066963, messages: 0, members joined 0 
time: 1578066968, messages: 0, members joined 0 
time: 1578066973, messages: 0, members joined 0 
time: 1578066978, messages: 0, members joined 0 
time: 1578066983, messages: 0, members joined 0 
time: 1578066988, messages: 0, members joined 0 
time: 1578066993, messages: 0, members joined 0 
time: 1578066998, messages: 0, members joined 0 
time: 1578067003, messages: 0, members joined 0 
time: 1578067008, messages: 0, members joined 0 
time: 1578067039, messages: 0, members joined 0 
time: 1578067044, messages: 0, members joined 0 
time: 1578067049, messages: 0, members joined 0 
time: 1578067054, messages: 0, members joined 0 
time: 1578067380, messages: 0, members joined 0 
time: 1578067385, messages: 1, members joined 0 
time: 1578067390, messages: 0, members joined 0 
time: 1578067395, messages: 0, members joined 0 
time: 1578067400, messages: 0, members joined 0 
time: 1578067405, messages: 0, members joined 0 
time: 1578067410, messages: 0, members joined 0 
time: 1578067415, messages: 1, members joined 0 
time: 1578067420, messages: 0, members joined 0 
time: 1578067425, messages: 0, members joined 0 
time: 1578067430, messages: 0, members joined 0 
time: 1578067435, messages: 0, members joined 0 
time: 1578067441, messages: 0, members joined 0 
time: 1578067446, messages: 1, members joined 0 
time: 1578067451, messages: 0, members joined 0 
time: 1578067456, messages: 0, members joined 0 
time: 1578067461, messages: 0, members joined 0 
time: 1578067466, messages: 0, members joined 0 
time: 1578067474, messages: 0, members joined 0 
time: 1578067479, messages: 1, members joined 0 
time: 1578067484, messages: 0, members joined 0 
time: 1578067490, messages: 0, members joined 0 
time: 1578067495, messages: 0, members joined 0 
time: 1578067500, messages: 0, members joined 0 
time: 1578067505, messages: 0, members joined 0 
time: 1578067510, messages: 0, members joined 0 
time: 1578067515, messages: 0, members joined 0 
time: 1578067520, messages: 0, members joined 0 
time: 1578067525, messages: 0, members joined 0 
time: 1578067530, messages: 0, members joined 0 
time: 1578067535, messages: 0, members joined 0 
time: 1578067540, messages: 0, members joined 0 
time: 1578067545, messages: 0, members joined 0 
time: 1578067550, messages: 0, members joined 0 
time: 1578067555, messages: 0, members joined 0 
time: 1578067560, messages: 0, members joined 0 
time: 1578067565, messages: 0, members joined 0 
time: 1578067570, messages: 0, members joined 0 
time: 1578067575, messages: 0, members joined 0 
time: 1578067580, messages: 0, members joined 0 
time: 1578067585, messages: 0, members joined 0 
time: 1578067590, messages: 0, members joined 0 
time: 1578067595, messages: 0, members joined 0 
time: 1578067603, messages: 0, members joined 0 
time: 1578067608, messages: 1, members joined 0 
time: 1578067613, messages: 0, members joined 0 
time: 1578067618, messages: 0, members joined 0 
time: 1578067623, messages: 0, members joined 0 
time: 1578067628, messages: 0, members joined 0 
time: 1578067633, messages: 0, members joined 0 
time: 1578067638, messages: 0, members joined 0 
time: 1578067643, messages: 0, members joined 0 
time: 1578067648, messages: 0, members joined 0 
time: 1578067653, messages: 2, members joined 0 
time: 1578067658, messages: 0, members joined 0 
time: 1578067663, messages: 0, members joined 0 
time: 1578067668, messages: 0, members joined 0 
time: 1578067673, messages: 0, members joined 0 
time: 1578067678, messages: 2, members joined 0 
time: 1578067683, messages: 0, members joined 0 
time: 1578067688, messages: 0, members joined 0 
time: 1578067693, messages: 1, members joined 0 
time: 1578067698, messages: 0, members joined 0 
time: 1578067703, messages: 2, members joined 0 
time: 1578067708, messages: 0, members joined 0 
time: 1578067713, messages: 0, members joined 0 
time: 1578067718, messages: 1, members joined 0 
time: 1578067723, messages: 0, members joined 0 
time: 1578067728, messages: 0, members joined 0 
time: 1578067733, messages: 0, members joined 0 
time: 1578067738, messages: 0, members joined 0 
time: 1578067743, messages: 1, members joined 0 
time: 1578067748, messages: 0, members joined 0 
time: 1578067753, messages: 2, members joined 0 
time: 1578067758, messages: 0, members joined 0 
time: 1578067763, messages: 2, members joined 0 
time: 1578067768, messages: 6, members joined 0 
time: 1578067773, messages: 4, members joined 0 
time: 1578067778, messages: 12, members joined 0 
time: 1578067783, messages: 8, members joined 0 
time: 1578067788, messages: 9, members joined 0 
time: 1578067793, messages: 0, members joined 0 
time: 1578067798, messages: 3, members joined 0 
time: 1578067803, messages: 0, members joined 0 
time: 1578067808, messages: 0, members joined 0 
time: 1578067813, messages: 0, members joined 0 
time: 1578067818, messages: 0, members joined 0 
time: 1578067823, messages: 0, members joined 0 
time: 1578067828, messages: 0, members joined 0 
time: 1578067833, messages: 0, members joined 0 
time: 1578067838, messages: 0, members joined 0 
time: 1578067843, messages: 1, members joined 0 
time: 1578067848, messages: 0, members joined 0 
time: 1578067853, messages: 1, members joined 0 
time: 1578067858, messages: 0, members joined 0 
time: 1578067863, messages: 0, members joined 0 
time: 1578067868, messages: 0, members joined 0 
time: 1578067873, messages: 0, members joined 0 
time: 1578067878, messages: 0, members joined 0 
time: 1578067883, messages: 0, members joined 0 
time: 1578067888, messages: 2, members joined 0 
time: 1578067893, messages: 0, members joined 0 
time: 1578067898, messages: 0, members joined 0 
time: 1578067903, messages: 0, members joined 0 
time: 1578067908, messages: 0, members joined 0 
time: 1578067913, messages: 1, members joined 0 
time: 1578067918, messages: 1, members joined 0 
time: 1578067923, messages: 1, members joined 0 
time: 1578067928, messages: 1, members joined 0 
time: 1578067933, messages: 0, members joined 0 
time: 1578067938, messages: 1, members joined 0 
time: 1578067943, messages: 0, members joined 0 
time: 1578067949, messages: 0, members joined 0 
time: 1578067954, messages: 0, members joined 0 
time: 1578067959, messages: 0, members joined 0 
time: 1578067964, messages: 1, members joined 0 
time: 1578067969, messages: 1, members joined 0 
time: 1578067974, messages: 1, members joined 0 
time: 1578067979, messages: 0, members joined 0 
time: 1578067984, messages: 1, members joined 0 
time: 1578067989, messages: 0, members joined 0 
time: 1578067994, messages: 0, members joined 0 
time: 1578067999, messages: 0, members joined 0 
time: 1578068004, messages: 0, members joined 0 
time: 1578068010, messages: 1, members joined 0 
time: 1578068015, messages: 2, members joined 0 
time: 1578068020, messages: 0, members joined 0 
time: 1578068025, messages: 0, members joined 0 
time: 1578068030, messages: 0, members joined 0 
time: 1578068035, messages: 0, members joined 0 
time: 1578068040, messages: 0, members joined 0 
time: 1578068045, messages: 1, members joined 0 
time: 1578068050, messages: 1, members joined 0 
time: 1578068055, messages: 0, members joined 0 
time: 1578068060, messages: 0, members joined 0 
time: 1578068065, messages: 0, members joined 0 
time: 1578068070, messages: 1, members joined 0 
time: 1578068075, messages: 1, members joined 0 
time: 1578068080, messages: 1, members joined 0 
time: 1578068085, messages: 1, members joined 0 
time: 1578068090, messages: 0, members joined 0 
time: 1578068095, messages: 1, members joined 0 
time: 1578068100, messages: 1, members joined 0 
time: 1578068105, messages: 0, members joined 0 
time: 1578068110, messages: 0, members joined 0 
time: 1578068115, messages: 0, members joined 0 
time: 1578068120, messages: 0, members joined 0 
time: 1578068125, messages: 0, members joined 0 
time: 1578068130, messages: 1, members joined 0 
time: 1578068135, messages: 1, members joined 0 
time: 1578068140, messages: 0, members joined 0 
time: 1578068145, messages: 0, members joined 0 
time: 1578068150, messages: 0, members joined 0 
time: 1578068155, messages: 1, members joined 0 
time: 1578068160, messages: 0, members joined 0 
time: 1578068165, messages: 0, members joined 0 
time: 1578068170, messages: 0, members joined 0 
time: 1578068178, messages: 0, members joined 0 
time: 1578068183, messages: 1, members joined 0 
